permit_number	streetname	Cross Street 1	Cross Street 2	Permit Type	Agent	AgentPhone	Permit Purpose	Approved Date	Status	cnn	permit_zipcode	permit_start_date	permit_end_date	permit_address	24/7 Contact	Inspector	CurbRampWork	X	Y	Latitude	Longitude	Location
22EXC-01912	GEARY ST	GRANT AVE	STOCKTON ST	Excavation	Mitchell Engineering. Inc.	(415) 589-7312	ONE FIBER SAN FRANCISCO-GEARY STREET DUCT INSTALLATION	04/14/2022	ACTIVE	6108000	94108	05/01/2022	07/31/2022		MICHAEL MUIRURI-415 589 7310	Marc Anthony Bura		6010977.11495	2114876.63779	37.78766674922356	-122.40581564224193	(37.78766674922356, -122.40581564224193)
22PKT-00011	SHOTWELL ST	23RD ST	24TH ST	Parklet	Wise Sons Deli - 24th Street	415-787-3354	PRE-APPROVAL FOR LEGISLATED PROGRAM: Shared Spaces Fixed Commercial Parklet occupying approximately 39 linear feet in the roadway at 3150 24TH ST, on WEST side of SHOTWELL ST, from 25 feet to 64 feet NORTH of 24TH ST. Times of operation: Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday between the hours of 8:00 AM and 8:00 PM.	06/14/2022	APPROVED	11841000	94110	06/14/2022	03/31/2023	3150 24TH ST	415-787-3354	Ariel Garcia		6007963.86212	2102149.29996	37.75255149632779	-122.41533960037695	(37.75255149632779, -122.41533960037695)
21EXC-06060	BAY ST	KEARNY ST	MIDWAY ST	Excavation	Esquivel Grading & Paving, Inc.	415-468 5700	Various Location Pavement Renovations No. 45 & Sewer Replacement	03/15/2022	APPROVED	2772000	94133	03/21/2022	10/20/2023		415-468-5700	Jesse Blea		6010392.67866	2121667.39639	37.806279816716525	-122.40831684279755	(37.806279816716525, -122.40831684279755)
22EXC-03073	ROSELYN TER	TURK BLVD		Excavation	CableCom	650-520-7091	2601 Turk Blvd	06/21/2022	APPROVED	26464000	94118	06/27/2022	07/25/2022	2601 TURK BLVD	650-544-4467	Jondelle Bretz		5998173.83746	2111661.34332	37.77811406330742	-122.44988048591894	(37.77811406330742, -122.44988048591894)
22TOC-03669	GAVEN ST	BARNEVELD AVE	MERRILL ST	TempOccup	Divis Consulting, Inc.	415 420 3498 ext 101		06/22/2022	APPROVED	6033000	94134	06/28/2022	07/11/2022	105 GAVEN ST	415 420 3498			6010021.10013	2095177.73417	37.733524502905354	-122.40773375596238	(37.733524502905354, -122.40773375596238)
22EXC-02984	29TH AVE	GEARY BLVD	ANZA ST	Excavation	Bureau of Street & Sewer Repair	415-725-1506	IDC Grind and Pave	06/14/2022	APPROVED	1610000	94121	06/21/2022	07/10/2022		Refer to Agent			5986892.7948	2112196.3727	37.778931178539956	-122.48894450649581	(37.778931178539956, -122.48894450649581)
22EXC-01946	NORIEGA ST	45TH AVE	46TH AVE	Excavation	Pacific Gas & Electric	415-695-3500	35190627R3 G GPRP RPL WEST SUNSET 3 SAN FRANCISC	06/22/2022	ACTIVE	9680000	94122	06/27/2022	01/27/2023		4156953500	Teresa McNamara		5982089.04229	2102850.2221	37.75298780751937	-122.50486957843964	(37.75298780751937, -122.50486957843964)
22EXC-02635	LA PLAYA	LINCOLN WAY \ MARTIN LUTHER KING JR DR	IRVING ST	Excavation	San Francisco Water Department	415-550-4910	1270 La Playa St/Irving	05/25/2022	ACTIVE	7922000	94122	05/30/2022	07/13/2022	1270 LA PLAYA	415-550-4900	Alejandro DelCalvo		5980922.02086	2106413.07653	37.76270165970368	-122.50916984426763	(37.76270165970368, -122.50916984426763)
22EXC-02984	26TH AVE	CABRILLO ST	FULTON ST	Excavation	Bureau of Street & Sewer Repair	415-725-1506	IDC Grind and Pave	06/14/2022	APPROVED	1476000	94121	06/21/2022	07/10/2022		Refer to Agent			5987894.97131	2110180.30396	37.77345405828499	-122.48532964529387	(37.77345405828499, -122.48532964529387)
22IE-00027	27TH ST	CHURCH ST	SANCHEZ ST	StrtImprov	DAVID KOHLMYER	(415) 516-5036	Construct a new 10'-0in curb cut and repair sidewalk and curb as necessary. All Works shall be done per City's standards and as directed by City's inspector.	06/22/2022	APPROVED	1566000	94131		12/22/2022	332 27TH ST	Refer to Agent	O'Brian Buchanan		6004312.00853	2100182.99286	37.746946550202665	-122.42782824380723	(37.746946550202665, -122.42782824380723)
22EXC-02633	TARAVAL ST	CORTES AVE	MADRONE AVE	Excavation	Pacific Gas & Electric	415-695-3500	45183602OCW REPV 95 TARAVAL ST SAN FRANCISCO	05/25/2022	ACTIVE	12385000	94116	06/13/2022	07/11/2022		4156953500	Teresa McNamara		5993121.11615	2099169.05435	37.743523109443025	-122.46645134239638	(37.743523109443025, -122.46645134239638)
22EXC-02974	PAGE ST	BUCHANAN ST	WEBSTER ST	Excavation	MODUS, INC	(510) 914-1574	CRAN_RSFR_SFNW1_108 AT&T 434 PAGE ST	06/14/2022	APPROVED	10173000	94102	06/20/2022	07/18/2022		415-981-1102	Marc Anthony Bura		6004410.21491	2109797.63177	37.77335162051154	-122.4281737452022	(37.77335162051154, -122.4281737452022)
22EXC-01946	ORTEGA ST	45TH AVE	46TH AVE	Excavation	Pacific Gas & Electric	415-695-3500	35190627R3 G GPRP RPL WEST SUNSET 3 SAN FRANCISC	06/22/2022	ACTIVE	10034000	94122	06/27/2022	01/27/2023		4156953500	Teresa McNamara		5982111.93189	2102168.90831	37.751118457922416	-122.50473994463476	(37.751118457922416, -122.50473994463476)
21EXC-05019	SABIN PL	CALIFORNIA ST	END: 1-99 BLOCK	Excavation	R & S Construction Management Inc	(415) 746-9564	#1000015027 PW Various Locations Pavement Renovation and Sewer Replacement No. 51	11/19/2021	ACTIVE	11219000	94108	11/29/2021	12/31/2022		415-746-9564			6010738.39969	2116676.75562	37.79259608914965	-122.40676846784483	(37.79259608914965, -122.40676846784483)
21EXC-06060	FILBERT ST	GENOA PL		Excavation	Esquivel Grading & Paving, Inc.	415-468 5700	Various Location Pavement Renovations No. 45 & Sewer Replacement	03/15/2022	APPROVED	30717000		03/21/2022	10/20/2023		415-468-5700	Jesse Blea		6010876.04063	2120002.20907	37.80173467749921	-122.40652666209691	(37.80173467749921, -122.40652666209691)
22EXC-02976	PIERCE ST	VALLEJO ST	GREEN ST	Excavation	Pacific Gas & Electric	(628) 241-8117	Y1135 W/S Pierce S/O Green	06/14/2022	APPROVED	10440000	94123	06/13/2022	07/11/2022		415-695-3500	Jondelle Bretz		6001592.48813	2117839.99971	37.795274078745834	-122.43849696530185	(37.795274078745834, -122.43849696530185)
22EXC-02982	LARKIN ST	FILBERT ST	GREENWICH ST	Excavation	Pacific Gas & Electric	510-332-6331	2445 LARKIN STREET	06/14/2022	APPROVED	8152000	94109	07/08/2022	07/18/2022		415-695-3500	Marc Anthony Bura		6006692.91117	2119590.06045	37.80036810998277	-122.42097296700217	(37.80036810998277, -122.42097296700217)
21ADS-00083	TURK ST	LEAVENWORTH ST	HYDE ST	AddlStSpac	CENTRIC CONSTRUCTION	415-629-1886	Revocable permission to temporarily occupy and close  parking lane from 12:01AM-11:59PM, for the purpose of the new construction at 361 Turk Street Project.  Permettee shall obtain STP from SFMTA for the duration of the permit.	01/19/2022	APPROVED	12719000	94102	01/24/2022	07/24/2022	351 TURK ST	Refer to Agent			6008321.23239	2113097.75815	37.78263349054212	-122.41487856050392	(37.78263349054212, -122.41487856050392)
21EXC-05019	HOTALING PL	JACKSON ST		Excavation	R & S Construction Management Inc	(415) 746-9564	#1000015027 PW Various Locations Pavement Renovation and Sewer Replacement No. 51	11/19/2021	ACTIVE	24759000		11/29/2021	12/31/2022		415-746-9564			6011879.61378	2118071.8114	37.79649036532966	-122.40291796673995	(37.79649036532966, -122.40291796673995)
22EXC-03046	ANZAVISTA AVE	ARBOL LN	BARCELONA AVE	Excavation	Pacific Gas & Electric	415-695-3500	Anza Vista - GPRP - 35095323	06/22/2022	APPROVED	2367000	94115	08/13/2022	11/18/2022		415-695-3500	Jondelle Bretz		5999833.75814	2112130.12867	37.77949606325413	-122.44417193446826	(37.77949606325413, -122.44417193446826)
22EXC-01516	ANZA ST	33RD AVE	34TH AVE	Excavation	Pavement Coatings Co	916-642-1751	AS-NEEDED PAVEMENT PRESERVATION CONTRACT 4B (GENERAL AS-NEEDED CONTRACT G18) CSO 3	03/22/2022	APPROVED	2349000	94121	04/18/2022	07/15/2022		CABO MONTEJANO 916-500-3159	Eric Lee		5985508.51947	2111795.52112	37.77774966741973	-122.49370365222777	(37.77774966741973, -122.49370365222777)
22EXC-02189	28TH ST	NOE ST	CASTRO ST	Excavation	San Francisco Water Department	415-550-4910	479 28th St./Castro	05/11/2022	ACTIVE	1603000	94131	05/11/2022	06/24/2022	479 28TH ST	415-550-4900	Alejandro DelCalvo		6002829.84155	2099435.4563	37.74481003178568	-122.43290004366146	(37.74481003178568, -122.43290004366146)
21EXC-04653	ESMERALDA AVE	LUNDYS LN	PROSPECT AVE	Excavation	Cratus, Inc.	(415)939-2840	8-Inch DIP and 24-Inch ERDIP Water Main Installation On Prospect, Fair And Coso Avenues, And Coleridge Street (WD-2718)	02/14/2022	APPROVED	5249000	94110	02/28/2022	11/24/2023		(800)850-1874	Rich Rozzi		6006917.38983	2098966.37493	37.74375303362153	-122.4187327830398	(37.74375303362153, -122.4187327830398)
22EXC-03058	HAYES ST	GOUGH ST	OCTAVIA ST	Excavation	Pacific Bell Telephone Company	916 747-2400	A029Y3T, 445 OCTAVIA ST	06/22/2022	APPROVED	6816000	94102	06/27/2022	07/25/2022		JIM BORICCHIO - (925) 426-3231	Marc Anthony Bura		6005715.40768	2111021.39158	37.776785529990086	-122.42374592582168	(37.776785529990086, -122.42374592582168)
22TOC-03728	FOLSOM ST	MOSS ST	07TH ST	TempOccup	Pacific Gas & Electric	510-332-6331		06/22/2022	APPROVED	5672000	94103	06/28/2022	06/30/2022		800-743-5000			6010391.43495	2110990.18268	37.77696269004156	-122.40756787082978	(37.77696269004156, -122.40756787082978)
21EXC-02263	FULTON ST	42ND AVE	43RD AVE \ CHAIN OF LAKES DR	Excavation	R & S Construction Management Inc	(415) 746-9564	#1000011947 As-Needed Localized Concrete Panel Replacement No. 1 CSO#2	10/20/2021	APPROVED	5949000	94121	11/15/2021	07/13/2022		415-746-9564	Ben Leung		5982793.80248	2109655.24214	37.771713891715756	-122.50293615354104	(37.771713891715756, -122.50293615354104)
22EXC-01918	CLEARY CT	GEARY BLVD	GALILEE LN \ LAGUNA ST	Excavation	Pacific Gas & Electric	415-695-3500	31192822  R3 G GPRP RPL O'FARRELL SAN FRANCISCO	04/26/2022	APPROVED	4149000	94109	05/31/2022	10/21/2022		4156953500			6004993.151	2113697.376	37.78409234103822	-122.42643500946468	(37.78409234103822, -122.42643500946468)
22EXC-02609	GREENWOOD AVE	HAZELWOOD AVE	VALDEZ AVE	Excavation	San Francisco Water Department	415-550-4910	1 Greenwood Ave..	05/26/2022	APPROVED	6526000	94112	05/27/2022	07/10/2022	1 GREENWOOD AVE	415-550-4900	Anthony Alonzo		5996571.60472	2093696.45466	37.728695178371886	-122.45412529944781	(37.728695178371886, -122.45412529944781)
21EXC-02263	22ND ST	RHODE ISLAND ST	KANSAS ST	Excavation	R & S Construction Management Inc	(415) 746-9564	#1000011947 As-Needed Localized Concrete Panel Replacement No. 1 CSO#2	10/20/2021	APPROVED	1172000	94107	11/15/2021	07/13/2022		415-746-9564	Ben Leung		6011761.44058	2103726.40866	37.75709459661409	-122.40231772588784	(37.75709459661409, -122.40231772588784)
21TC-00406	CASTRO ST	18TH ST	19TH ST	TableChair	Aegean Delights	(408) 903-5195	Shared Spaces Program. Occupancy of sidewalk/parking space fronting permitted business only.	06/02/2021	APPROVED	3791000	94114	06/02/2021	06/30/2022	545 CASTRO ST	(408) 903-5195	Ariel Garcia		6002410.54707	2105037.57916	37.760168337523936	-122.4347504114646	(37.760168337523936, -122.4347504114646)
22EXC-02738	22ND AVE	MORAGA ST	NORIEGA ST	Excavation	Pacific Gas & Electric	415-695-3500	1746 22nd Ave	06/06/2022	APPROVED	1144000	94122	06/13/2022	07/11/2022		4156953330	Teresa McNamara		5989364.75282	2103439.97756	37.755032466577	-122.4797522137275	(37.755032466577, -122.4797522137275)
22MFF-00021	DIVISADERO ST	MCALLISTER ST	GOLDEN GATE AVE	FoodFac	Cochinita	415-900-9955		03/22/2022	APPROVED	4806101	94115	03/22/2022	11/15/2022		Refer to Agent			6001460.243	2111643.82	37.77825345198722	-122.43851038921868	(37.77825345198722, -122.43851038921868)
21EXC-02263	PACIFIC AVE	OCTAVIA ST	LAGUNA ST	Excavation	R & S Construction Management Inc	(415) 746-9564	#1000011947 As-Needed Localized Concrete Panel Replacement No. 1 CSO#2	10/20/2021	APPROVED	10151000	94109	11/15/2021	07/13/2022		415-746-9564	Ben Leung		6004332.37498	2117349.33584	37.7940823119166	-122.42898151717341	(37.7940823119166, -122.42898151717341)
21EXC-02263	FULTON ST	33RD AVE	34TH AVE	Excavation	R & S Construction Management Inc	(415) 746-9564	#1000011947 As-Needed Localized Concrete Panel Replacement No. 1 CSO#2	10/20/2021	APPROVED	5940000	94121	11/15/2021	07/13/2022		415-746-9564	Ben Leung		5985582.64587	2109756.00879	37.772154083836604	-122.4932969320365	(37.772154083836604, -122.4932969320365)
20IE-00168	NEWELL ST	LOMBARD ST	END: 1-99 BLOCK	StrtImprov	Granados Concrete Inc	415-574-1554	Replace sidewalk and curb on the Mason Street frontage and on the Newell Street frontage. All work shall be done per city standards and as directed by city inspector.	05/26/2022	APPROVED	9560000	94133		06/30/2022	2121 MASON ST	Refer to Agent	Mario Novoa		6008948.37262	2120556.41734	37.80314836389149	-122.41323651933082	(37.80314836389149, -122.41323651933082)
22EXC-03046	EWING TER	MASONIC AVE		Excavation	Pacific Gas & Electric	415-695-3500	Anza Vista - GPRP - 35095323	06/22/2022	APPROVED	26396000		08/13/2022	11/18/2022		415-695-3500	Jondelle Bretz		5998919.89622	2112388.04141	37.780152047277234	-122.44735192744237	(37.780152047277234, -122.44735192744237)
21EXC-06060	HEMLOCK ST	LARKIN ST	POLK ST	Excavation	Esquivel Grading & Paving, Inc.	415-468 5700	Various Location Pavement Renovations No. 45 & Sewer Replacement	03/15/2022	APPROVED	6875000	94109	03/21/2022	10/20/2023		415-468-5700	Jesse Blea		6007110.3488	2114852.53334	37.78738356086329	-122.41919222195328	(37.78738356086329, -122.41919222195328)
22TOC-03606	03RD ST	KEARNY ST \ MARKET ST	STEVENSON ST	TempOccup	CENTURY WINDOW CLEANING	(925)-202-9585		06/22/2022	APPROVED	163000	94103	06/27/2022	06/29/2022	30 03RD ST	510-415-7857			6011691.05373	2114634.04277	37.7870405408998	-122.40332846584283	(37.7870405408998, -122.40332846584283)
21EXC-06060	GREEN ST	SONOMA ST	VARENNES ST	Excavation	Esquivel Grading & Paving, Inc.	415-468 5700	Various Location Pavement Renovations No. 45 & Sewer Replacement	03/15/2022	APPROVED	6449000	94133	03/21/2022	10/20/2023		415-468-5700	Jesse Blea		6010894.08884	2119307.22967	37.79982744369174	-122.40641520846	(37.79982744369174, -122.40641520846)
22EXC-02347	SANCHEZ ST	22ND ST	ALVARADO ST	Excavation	Pacific Gas & Electric	707-718-0296	939 Sanchez st	05/13/2022	ACTIVE	11525000	94114	06/01/2022	06/29/2022		415-695-3500	Alejandro DelCalvo		6003762.11853	2102893.93404	37.75435903715762	-122.4299230568299	(37.75435903715762, -122.4299230568299)
22EXC-01188	HYDE ST	CALIFORNIA ST	SACRAMENTO ST	Excavation	R & S Construction Management Inc	(415) 746-9564	PW Pedestrian Safety Improvements Various Locations	04/19/2022	APPROVED	7126000	94109	04/25/2022	07/31/2023		415-746-9564			6007633.39392	2116322.07843	37.791448013107015	-122.41748677827084	(37.791448013107015, -122.41748677827084)
20EXC-00759	MARIPOSA ST	TENNESSEE ST		Excavation	Pacific Gas & Electric	415-695-3500	GPRP - RPL TENNESSEE SF54637	04/15/2022	ACTIVE	23651000		04/18/2022	08/19/2022		415-695-3500	Rich Rozzi		6015417.12802	2106262.01018	37.76426020140524	-122.38985196007273	(37.76426020140524, -122.38985196007273)
21EXC-02263	22ND ST	KANSAS ST		Excavation	R & S Construction Management Inc	(415) 746-9564	#1000011947 As-Needed Localized Concrete Panel Replacement No. 1 CSO#2	10/20/2021	APPROVED	23726000		11/15/2021	07/13/2022		415-746-9564	Ben Leung		6011621.00311	2103719.70674	37.757068354156104	-122.40280294387823	(37.757068354156104, -122.40280294387823)
22EXC-02977	OWENS ST	CAMPUS WAY	16TH ST	Excavation	CableCom	650-520-7091	1800 Owens St	06/14/2022	APPROVED	19998000	94158	06/27/2022	07/25/2022	1800 OWENS ST	650-544-4467	Rich Rozzi		6014629.01065	2107128.17939	37.766594775396285	-122.39263845164352	(37.766594775396285, -122.39263845164352)
21EXC-06060	FILBERT ST	KEARNY ST	GENOA PL	Excavation	Esquivel Grading & Paving, Inc.	415-468 5700	Various Location Pavement Renovations No. 45 & Sewer Replacement	03/15/2022	APPROVED	5495000	94133	03/21/2022	10/20/2023		415-468-5700	Jesse Blea		6010910.78823	2120007.25732	37.80175048261017	-122.40640677457606	(37.80175048261017, -122.40640677457606)
22SSP-00013	MARKET ST	POWELL ST	05TH ST \ CYRIL MAGNIN ST	StreetSpace	Proven Management Inc.	5109134564		05/26/2022	APPROVED	8747203	94102	05/22/2022	11/22/2022		510-671-0000	Mario Novoa		6010397.243	2113664.67	37.78430654152078	-122.40773640721977	(37.78430654152078, -122.40773640721977)
21EXC-06060	TAYLOR ST	GREEN ST	MACONDRAY LN	Excavation	Esquivel Grading & Paving, Inc.	415-468 5700	Various Location Pavement Renovations No. 45 & Sewer Replacement	03/15/2022	APPROVED	12452000	94133	03/21/2022	10/20/2023		415-468-5700	Jesse Blea		6008703.88602	2119096.85111	37.79912703001238	-122.41397926082468	(37.79912703001238, -122.41397926082468)
21D-00107	MISSION ST	KINGSTON ST	CORTLAND AVE	Display	EL AHORRO MARKET	415-308-5641	FRUITS AND VEGETABLES	10/21/2021	APPROVED	9139000	94110	11/16/2020	11/15/2022	3456 MISSION ST	415 264-1637			6005745.20678	2098155.74561	37.741461161379256	-122.42272832253938	(37.741461161379256, -122.42272832253938)
22EXC-02877	15TH AVE	FANNING WAY \ QUINTARA ST	RIVERA ST	Excavation	Pacific Gas & Electric	510-332-6331	450 Rivera St	06/09/2022	ACTIVE	625000	94116	06/27/2022	07/25/2022		415-695-3500	Teresa McNamara		5991641.94975	2100795.55727	37.74790360390581	-122.47168438865394	(37.74790360390581, -122.47168438865394)
22IE-00282	DIVISADERO ST	SACRAMENTO ST	CLAY ST	StrtImprov	Alex Concrete	510-734-3136	In-kind sidewalk, curb, and driveway replacement. No alteration to the public right of way under this permit.	06/14/2022	APPROVED	4818101	94115	06/17/2022	07/17/2022	2104 DIVISADERO ST	510-734-3136	George Shami		6000967.50669	2115672.33623	37.789286669840074	-122.44050395052986	(37.789286669840074, -122.44050395052986)
22EXC-01776	CLARENDON AVE	CHRISTOPHER DR	OAK PARK DR	Excavation	Pacific Gas & Electric	510-332-6331	Clarendon Ave & Oak Park Drive	04/11/2022	APPROVED	4071000	94131	07/20/2022	08/17/2022		415-695-3500	Jonjo Diase		5996681.388	2103655.517	37.75604663047808	-122.45446490440712	(37.75604663047808, -122.45446490440712)
22SSP-00014	MARKET ST	GRANT AVE \ OFARRELL ST	04TH ST \ ELLIS ST \ STOCKTON ST	StreetSpace	Proven Management Inc.	5109134564		05/26/2022	APPROVED	8746201	94103	05/22/2022	11/22/2022	799 MARKET ST	415 786 7960	Eric Walker		6011074.61377	2114195.48354	37.78580191305795	-122.40543032400953	(37.78580191305795, -122.40543032400953)
22TOC-03712	BUENA VISTA AVE WEST	BUENA VISTA AVE \ JAVA ST	BUENA VISTA AVE \ FREDERICK ST	TempOccup	West Coast Arborists, Inc.	714-412-7656		06/22/2022	APPROVED	3368000	94117	06/27/2022	06/28/2022		408-855-8660			5999848.176	2107666.051	37.76723967511655	-122.44380125020226	(37.76723967511655, -122.44380125020226)
22EXC-01253	MONTICELLO ST	GARFIELD ST	HOLLOWAY AVE	Excavation	Pacific Gas & Electric	415-695-3500	PM 35194064 // R3 G GPRP RPL GARFIELD & MONTICELLO SF	03/10/2022	ACTIVE	9325000	94132	04/11/2022	12/30/2022		4156953500	Jonjo Diase		5991698.53823	2090865.61146	37.720641748278375	-122.47076551619841	(37.720641748278375, -122.47076551619841)
21EXC-05736	MISSION ST	SPEAR ST		Excavation	HP Communications	9516036518	MLITE-SF-UG02	04/29/2022	ACTIVE	24555000	94105	05/02/2022	08/12/2022	1 MARKET ST	951-285-7905	Rich Rozzi		6014209.95363	2117057.65203	37.79383556953984	-122.39478336436477	(37.79383556953984, -122.39478336436477)
22EXC-03082	JACKSON ST	BRODERICK ST	BAKER ST	Excavation	CableCom	650-520-7091	2990 Jackson St	06/22/2022	APPROVED	7409000	94115	06/24/2022	07/22/2022	2990 JACKSON ST	650-544-4467	Jondelle Bretz		5999922.45399	2116447.64865	37.791355912172115	-122.44417543200969	(37.791355912172115, -122.44417543200969)
22EXC-02371	POLK ST	BONITA ST	GREEN ST	Excavation	Pacific Gas & Electric	510-332-6331	2237 Polk st	05/20/2022	ACTIVE	10578000	94109	06/03/2022	07/01/2022		415-695-3500	Marc Anthony Bura		6006346.09012	2118588.23139	37.7975977850403	-122.42210189598961	(37.7975977850403, -122.42210189598961)
22EXC-02980	TURK ST	LARKIN ST	POLK ST	Excavation	San Francisco Water Department	415-550-4910	500 Turk St./Larkin St	06/14/2022	APPROVED	12722000	94102	06/20/2022	08/03/2022	500 TURK ST	415-550-4900	Mario Novoa		6007498.88766	2113045.15119	37.78244280283391	-122.41771979813642	(37.78244280283391, -122.41771979813642)
22EXC-01912	GEARY ST	JONES ST		Excavation	Mitchell Engineering. Inc.	(415) 589-7312	ONE FIBER SAN FRANCISCO-GEARY STREET DUCT INSTALLATION	04/14/2022	ACTIVE	24960000		05/01/2022	07/31/2022		MICHAEL MUIRURI-415 589 7310	Marc Anthony Bura		6008847.85025	2114578.82892	37.78672973119846	-122.41316144423433	(37.78672973119846, -122.41316144423433)
